id,carat,cut,color,clarity,depth,table,x,y,z,price
17046,2.02,Ideal,H,SI2,62.1,57.0,8.13,8.09,5.04,9.29
17047,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,7.943
17048,0.8,Very Good,H,SI1,62.3,59.0,5.95,6.0,3.72,7.89
17049,0.91,Ideal,E,SI1,61.0,57.0,6.27,6.32,3.84,8.457
17050,0.71,Very Good,I,SI1,60.4,63.0,5.73,5.8,3.48,7.563
17051,0.31,Very Good,H,SI1,62.4,60.0,4.32,4.34,2.7,6.1
17052,1.65,Ideal,G,VS1,62.3,55.0,7.56,7.6,4.72,9.634
17053,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,7.784
17054,1.2,Very Good,H,SI1,61.2,57.0,6.78,6.91,4.19,8.703
17055,0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,6.697
17056,0.42,Ideal,G,VVS1,60.6,56.0,4.88,4.86,2.95,7.119
17057,0.9,Premium,G,VS2,61.7,57.0,6.21,6.11,3.8,8.442
17058,0.93,Ideal,H,SI1,61.7,55.0,6.26,6.29,3.87,8.37
17059,0.9,Very Good,J,VS1,62.4,57.0,6.13,6.18,3.84,8.201
17060,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,6.229
17061,2.55,Good,H,SI2,63.7,59.0,8.66,8.57,5.49,9.601
17062,0.51,Premium,E,SI1,61.3,59.0,5.15,5.13,3.15,7.393
17063,1.02,Ideal,E,SI1,60.5,56.0,6.57,6.53,3.96,8.611
17064,1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,9.471
17065,0.3,Very Good,J,VS1,61.2,61.0,4.3,4.33,2.64,5.976
17066,1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,8.715
17067,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,7.691
17068,0.63,Premium,E,VS1,60.5,57.0,5.58,5.53,3.36,8.209
17069,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27,9.108
17070,1.0,Ideal,D,SI2,62.7,58.0,6.34,6.39,3.99,8.565
17071,0.32,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,6.474
17072,1.71,Premium,H,SI1,62.8,58.0,7.62,7.53,4.76,9.42
17073,0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,8.47
17074,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,7.006
17075,1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9.012
17076,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,7.54
17077,0.38,Ideal,F,VVS2,60.3,55.0,4.69,4.79,2.86,6.958
17078,1.39,Premium,G,SI1,61.3,59.0,7.24,7.15,4.41,8.986
17079,0.91,Very Good,I,VVS2,63.5,59.0,6.1,6.06,3.86,8.194
17080,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,7.271
17081,0.31,Ideal,F,VVS1,62.3,54.0,4.34,4.36,2.71,6.733
17082,1.3,Premium,J,SI1,61.5,58.0,7.02,6.97,4.3,8.552
17083,1.01,Good,F,SI2,63.6,59.0,6.38,6.34,4.04,8.312
17084,0.71,Ideal,H,VVS1,61.1,56.0,5.78,5.81,3.53,8.051
17085,1.19,Premium,I,SI2,59.5,59.0,6.95,6.89,4.12,8.411
17086,1.05,Premium,F,SI1,61.8,56.0,6.55,6.45,4.02,8.623
17087,0.7,Very Good,F,VVS2,61.6,63.0,5.65,5.69,3.49,8.094
17088,0.43,Ideal,F,VS2,61.1,57.0,4.88,4.91,2.99,6.972
17089,0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,6.947
17090,0.51,Very Good,F,VS2,60.6,60.0,5.18,5.22,3.15,7.378
17091,0.73,Ideal,D,VS2,61.4,56.0,5.78,5.81,3.56,8.168
17092,1.5,Good,H,SI1,64.3,60.0,7.14,7.23,4.62,9.187
17093,1.5,Very Good,H,SI2,63.3,57.0,7.27,7.21,4.59,8.82
17094,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,9.671
17095,0.3,Ideal,G,VS1,59.9,56.0,4.41,4.37,2.63,6.654
17096,0.3,Premium,E,VVS2,60.1,59.0,4.37,4.32,2.61,6.921
17097,0.3,Very Good,E,VS2,61.6,54.0,4.29,4.32,2.65,6.397
17098,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,7.351
17099,0.57,Very Good,J,VS2,60.2,62.0,5.33,5.4,3.23,6.977
17100,0.5,Good,E,VS2,63.3,64.0,4.98,5.0,3.16,7.206
17101,0.75,Ideal,G,VS2,60.6,55.0,5.93,5.91,3.59,7.986
17102,0.7,Premium,H,SI2,61.1,58.0,5.72,5.84,3.53,7.505
17103,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,7.911
17104,0.3,Ideal,D,VS2,61.9,57.0,4.33,4.29,2.67,6.815
17105,1.28,Premium,E,SI2,62.5,58.0,6.93,6.89,4.32,8.634
17106,0.3,Very Good,G,VVS1,60.7,57.0,4.35,4.37,2.65,6.538
17107,0.9,Premium,F,SI2,61.6,58.0,6.23,6.15,3.81,8.148
17108,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,8.581
17109,1.6,Ideal,F,VS2,60.2,55.5,7.6,7.66,4.59,9.695
17110,1.29,Very Good,H,SI2,63.8,57.0,6.8,6.87,4.36,8.631
17111,1.01,Fair,D,SI1,64.7,57.0,6.33,6.25,4.07,8.6
17112,0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41,6.273
17113,0.92,Very Good,G,SI1,62.5,60.0,6.19,6.26,3.89,8.291
17114,1.54,Very Good,F,VS2,60.8,58.0,7.43,7.56,4.56,9.528
17115,0.82,Very Good,E,SI1,62.0,60.0,5.96,6.0,3.71,8.124
17116,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,6.38
17117,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42,7.76
17118,0.34,Premium,D,SI1,59.7,59.0,4.54,4.57,2.72,6.439
17119,1.51,Fair,I,I1,65.7,61.0,7.08,7.02,4.63,8.532
17120,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,5.905
17121,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,7.117
17122,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,6.874
17123,0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,6.771
17124,0.36,Very Good,E,SI1,63.5,58.0,4.46,4.49,2.84,6.385
17125,0.24,Ideal,F,VS2,62.2,57.0,3.96,4.01,2.48,6.038
17126,1.22,Ideal,F,SI2,62.5,56.0,6.85,6.81,4.27,8.782
17127,0.7,Ideal,E,SI2,62.5,54.0,5.68,5.71,3.56,7.733
17128,1.02,Ideal,H,SI2,61.9,56.0,6.47,6.51,4.02,8.379
17129,0.38,Ideal,G,SI2,62.8,57.0,4.58,4.59,2.88,6.339
17130,0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,7.214
17131,0.9,Good,F,SI2,57.9,62.0,6.23,6.35,3.64,8.152
17132,0.36,Very Good,F,VS2,63.1,57.0,4.53,4.51,2.85,6.562
17133,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,6.198
17134,0.32,Ideal,E,VVS2,61.6,57.0,4.4,4.43,2.72,6.736
17135,0.77,Very Good,H,VS1,61.0,60.0,5.9,5.87,3.59,7.952
17136,0.42,Ideal,G,VVS1,61.1,56.0,4.84,4.82,2.95,7.119
17137,2.21,Premium,H,SI2,62.9,60.0,8.27,8.23,5.19,9.501
17138,0.57,Premium,G,VS1,62.4,58.0,5.29,5.32,3.31,7.523
17139,0.41,Ideal,F,VVS1,61.8,54.0,4.78,4.83,2.97,7.101
17140,1.01,Ideal,E,SI2,61.1,59.0,6.53,6.47,3.97,8.474
17141,1.1,Very Good,D,VVS2,61.7,56.0,6.64,6.65,4.1,9.318
17142,0.3,Good,D,SI2,60.8,65.0,4.26,4.29,2.6,6.026
17143,1.62,Very Good,H,VS2,62.6,58.0,7.57,7.45,4.7,9.298
17144,0.53,Ideal,H,IF,61.4,55.0,5.21,5.24,3.21,7.63
17145,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,7.56
17146,1.01,Ideal,G,VS2,61.7,57.0,6.48,6.45,3.99,8.699
17147,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,6.915
17148,1.14,Very Good,J,SI1,63.3,55.0,6.6,6.67,4.2,8.336
17149,1.01,Very Good,I,VS2,61.9,61.0,6.36,6.41,3.95,8.439
17150,1.0,Very Good,G,SI1,59.3,63.0,6.44,6.48,3.83,8.464
17151,1.51,Premium,I,SI2,59.7,59.0,7.48,7.46,4.46,8.933
17152,0.43,Ideal,G,IF,62.1,54.0,4.83,4.87,3.01,7.268
17153,1.0,Premium,G,I1,59.0,60.0,6.49,6.43,3.82,7.725
17154,0.4,Ideal,F,VVS2,62.4,56.0,4.72,4.74,2.95,6.992
17155,1.01,Very Good,F,IF,59.2,60.0,6.48,6.59,3.87,9.287
17156,0.9,Very Good,G,VS2,63.4,59.0,6.08,6.13,3.87,8.327
17157,0.42,Premium,E,VS1,59.5,59.0,4.88,4.86,2.9,7.074
17158,0.38,Good,J,VVS2,63.4,56.0,4.56,4.62,2.91,6.501
17159,0.24,Good,E,VS2,63.0,59.0,3.96,4.01,2.51,5.935
17160,0.38,Ideal,E,VS1,60.8,56.0,4.7,4.75,2.86,6.846
17161,0.35,Ideal,E,VS2,62.5,55.0,4.5,4.52,2.82,6.642
17162,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,6.227
17163,0.33,Very Good,D,SI2,63.3,53.0,4.42,4.39,2.79,6.447
17164,0.34,Ideal,G,VS2,62.0,55.0,4.48,4.46,2.77,6.64
17165,1.21,Premium,I,SI2,59.9,61.0,6.89,6.85,4.11,8.375
17166,1.06,Ideal,I,VS2,61.0,57.0,6.55,6.59,4.01,8.587
17167,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,9.82
17168,1.08,Very Good,F,VS2,63.1,57.0,6.56,6.5,4.12,8.751
17169,0.7,Fair,G,SI1,66.0,53.0,5.53,5.47,3.63,7.575
17170,1.2,Ideal,I,SI1,62.5,57.0,6.77,6.71,4.21,8.538
17171,0.73,Ideal,F,SI2,61.9,55.0,5.78,5.82,3.59,7.859
17172,0.52,Premium,F,VS2,62.2,58.0,5.12,5.17,3.2,7.378
17173,0.34,Very Good,F,VS2,62.3,57.0,4.44,4.48,2.78,6.531
17174,0.31,Good,H,VS2,63.2,58.0,4.31,4.33,2.73,6.192
17175,0.52,Very Good,G,VS2,61.9,59.0,5.12,5.16,3.18,7.25
17176,1.21,Good,H,SI1,63.6,56.0,6.63,6.68,4.23,8.682
17177,1.02,Premium,F,SI2,59.9,59.0,6.59,6.56,3.94,8.352
17178,0.32,Ideal,G,VS1,62.3,55.0,4.4,4.37,2.73,6.719
17179,0.46,Ideal,G,SI1,61.5,55.0,4.98,5.01,3.07,6.887
17180,1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,8.744
17181,1.14,Premium,G,SI1,62.7,58.0,6.68,6.63,4.17,8.599
17182,1.59,Ideal,J,VS1,62.1,55.0,7.47,7.51,4.65,9.097
17183,1.2,Ideal,E,VVS2,61.5,57.0,6.79,6.89,4.21,9.383
17184,0.5,Good,E,VS1,60.3,62.0,5.1,5.11,3.08,7.432
17185,1.01,Good,G,SI2,64.5,61.0,6.24,6.31,4.05,8.267
17186,0.52,Ideal,E,VVS1,61.8,55.0,5.2,5.19,3.21,8.047
17187,0.41,Premium,G,VS2,59.7,59.0,4.81,4.84,2.88,6.718
17188,1.01,Good,H,SI1,60.1,61.0,6.5,6.47,3.9,8.62
17189,0.53,Ideal,D,SI1,61.2,57.0,5.19,5.24,3.19,7.37
17190,0.9,Good,D,SI1,61.9,62.0,6.15,6.17,3.81,8.394
17191,0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,7.534
17192,1.21,Premium,E,VS1,60.8,59.0,6.86,6.82,4.16,9.163
17193,1.24,Ideal,J,SI1,61.9,56.0,6.95,6.88,4.28,8.542
17194,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,6.775
17195,0.33,Very Good,E,VVS2,62.3,56.0,4.4,4.44,2.75,6.795
17196,0.7,Very Good,H,SI2,60.9,58.0,5.68,5.74,3.48,7.547
17197,0.73,Premium,G,VS2,59.2,59.0,5.92,5.87,3.49,7.927
17198,1.23,Ideal,H,I1,61.8,56.0,6.91,6.85,4.25,8.318
17199,1.23,Ideal,G,VVS1,61.8,56.0,6.8,6.89,4.24,9.266
17200,1.22,Ideal,H,VS1,60.4,57.0,6.86,6.89,4.15,8.954
17201,1.24,Ideal,F,SI2,60.0,56.0,7.03,7.0,4.21,8.517
17202,0.79,Ideal,I,SI1,61.2,55.0,5.95,5.98,3.65,7.827
17203,0.5,Ideal,F,SI1,59.9,57.0,5.19,5.16,3.1,7.159
17204,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,9.293
17205,0.33,Premium,I,SI1,61.3,59.0,4.51,4.46,2.75,6.349
17206,1.01,Ideal,G,SI2,63.2,57.0,6.33,6.28,3.99,8.304
17207,0.4,Premium,D,VS1,59.2,59.0,4.79,4.81,2.84,7.024
17208,0.27,Ideal,F,IF,61.4,57.0,4.17,4.19,2.57,6.633
17209,0.56,Very Good,D,SI1,63.9,56.0,5.2,5.26,3.34,7.364
17210,0.31,Premium,E,VVS2,60.4,59.0,4.34,4.37,2.63,6.704
17211,1.5,Ideal,I,VS1,61.3,57.0,7.32,7.35,4.5,9.2
17212,0.31,Ideal,G,VS2,60.8,56.0,4.38,4.4,2.67,6.332
17213,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,8.336
17214,1.51,Good,E,SI2,58.9,61.0,7.54,7.5,4.43,9.295
17215,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,6.532
17216,1.52,Premium,H,VS2,60.6,61.0,7.46,7.42,4.51,9.18
17217,0.31,Ideal,F,VVS1,62.2,54.0,4.36,4.39,2.72,6.733
17218,0.51,Ideal,F,VS1,61.8,55.0,5.13,5.16,3.18,7.468
17219,0.31,Very Good,G,VVS1,60.4,59.0,4.37,4.41,2.65,6.704
17220,0.9,Very Good,F,SI1,59.8,54.0,6.25,6.32,3.76,8.307
17221,1.51,Good,E,SI1,65.5,56.0,7.12,7.16,4.68,9.163
17222,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04,8.561
17223,0.75,Ideal,E,VS1,61.8,55.0,5.85,5.87,3.62,8.035
17224,1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,8.828
17225,2.02,Ideal,H,VS2,61.6,56.0,8.17,8.12,5.02,9.801
17226,0.67,Premium,G,VS2,61.0,61.0,5.66,5.61,3.44,7.626
17227,1.0,Good,I,SI1,63.2,56.0,6.31,6.37,4.01,8.298
17228,0.38,Very Good,F,SI2,60.1,60.0,4.7,4.75,2.84,6.468
17229,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,7.261
17230,2.01,Premium,I,SI2,62.5,60.0,8.04,7.95,5.0,9.176
17231,0.52,Premium,E,VS2,61.6,59.0,5.14,5.16,3.17,7.363
17232,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,6.861
17233,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,6.833
17234,0.56,Ideal,F,SI2,61.4,57.0,5.3,5.33,3.26,7.154
17235,1.5,Premium,G,SI2,60.7,61.0,7.36,7.33,4.46,9.075
17236,1.5,Good,G,VS2,63.7,57.0,7.29,7.25,4.63,9.275
17237,0.38,Premium,D,VVS1,61.4,59.0,4.63,4.66,2.85,7.244
17238,0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54,8.242
17239,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,9.403
17240,0.5,Ideal,G,VS2,60.9,58.0,5.1,5.12,3.11,7.279
17241,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26,7.43
17242,0.35,Ideal,D,VVS1,61.4,55.0,4.55,4.57,2.8,7.422
17243,0.26,Ideal,G,VVS2,62.0,56.0,4.12,4.15,2.56,6.301
17244,1.51,Premium,H,SI2,61.6,60.0,7.34,7.27,4.5,9.258
17245,1.06,Very Good,D,VS2,59.6,60.0,6.68,6.71,3.99,8.875
17246,0.5,Very Good,G,SI1,62.2,60.0,5.03,5.07,3.14,7.088
17247,0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,6.458
17248,0.3,Very Good,E,VVS2,60.0,55.0,4.36,4.41,2.63,6.73
17249,1.7,Ideal,G,VS1,62.5,57.0,7.61,7.57,4.74,9.503
17250,0.53,Ideal,F,VS2,62.3,55.0,5.2,5.17,3.23,7.428
17251,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,6.532
17252,0.4,Very Good,F,SI1,62.1,60.0,4.66,4.7,2.91,6.628
17253,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,7.123
17254,0.35,Premium,H,VVS1,60.6,60.0,4.57,4.51,2.75,6.931
17255,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,6.507
17256,0.23,Ideal,F,VS1,61.9,56.0,3.94,3.96,2.44,6.201
17257,0.43,Premium,D,SI1,60.1,58.0,4.93,4.89,2.95,6.97
17258,0.3,Good,G,VVS1,63.1,56.0,4.25,4.28,2.69,6.671
17259,1.52,Ideal,G,VS2,61.1,57.0,7.45,7.39,4.53,9.469
17260,1.5,Ideal,H,VS1,62.1,57.0,7.37,7.23,4.53,9.093
17261,2.01,Very Good,I,VS1,62.9,62.0,7.98,8.02,5.03,9.736
17262,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,7.77
17263,0.56,Ideal,E,VS1,61.0,57.0,5.32,5.34,3.25,7.59
17264,0.53,Very Good,E,VS2,61.6,57.0,5.18,5.21,3.2,7.451
17265,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,6.974
17266,0.35,Premium,H,VVS1,61.2,60.0,4.51,4.54,2.77,6.682
17267,0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,6.848
17268,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,6.229
17269,0.53,Ideal,G,VS1,62.2,55.0,5.18,5.21,3.23,7.434
17270,1.23,Ideal,H,VVS2,61.6,57.0,6.87,6.92,4.25,9.049
17271,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,9.724
17272,1.14,Ideal,F,VVS2,61.9,57.0,6.73,6.68,4.15,9.286
17273,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,7.953
17274,0.33,Very Good,G,VS2,61.1,59.0,4.43,4.47,2.72,6.361
17275,0.32,Premium,H,VS1,61.7,58.0,4.44,4.38,2.72,6.579
17276,1.1,Ideal,E,SI2,61.6,56.0,6.64,6.61,4.08,8.551
17277,1.52,Ideal,I,VS1,61.4,57.0,7.42,7.38,4.54,9.157
17278,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,9.406
17279,0.76,Ideal,G,VS2,61.7,54.0,5.88,5.92,3.64,7.991
17280,0.5,Ideal,E,SI1,62.8,57.0,5.05,5.08,3.18,7.194
17281,0.94,Premium,D,VS1,62.3,58.0,6.34,6.28,3.93,8.696
17282,1.83,Ideal,H,SI1,61.5,56.0,7.87,7.81,4.82,9.618
17283,2.01,Fair,E,SI2,62.1,66.0,7.99,7.92,4.94,9.612
17284,1.0,Very Good,F,VVS2,60.0,62.0,6.43,6.46,3.87,9.054
17285,1.21,Very Good,H,VS2,62.9,58.0,6.74,6.78,4.25,8.806
17286,1.01,Good,G,VVS2,62.4,61.0,6.34,6.38,3.97,8.873
17287,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,7.727
17288,1.1,Premium,H,SI2,60.9,57.0,6.67,6.62,4.05,8.425
17289,0.31,Very Good,D,SI2,62.9,59.0,4.28,4.31,2.7,6.136
17290,1.41,Good,H,VS2,63.8,60.0,7.04,7.12,4.52,9.115
17291,0.3,Good,H,VS1,63.4,53.0,4.25,4.3,2.71,6.265
17292,0.27,Very Good,E,VVS1,61.3,57.0,4.15,4.18,2.55,6.525
17293,0.57,Ideal,H,SI1,61.6,60.0,5.33,5.35,3.29,7.173
17294,0.34,Good,H,VVS1,64.0,57.0,4.43,4.38,2.82,6.795
17295,1.32,Very Good,G,SI2,61.6,57.0,6.98,7.05,4.32,8.878
17296,0.3,Very Good,F,VS2,61.4,55.0,4.32,4.37,2.67,6.261
17297,0.31,Premium,H,IF,60.4,58.0,4.41,4.43,2.67,6.635
17298,1.02,Good,D,SI1,64.3,54.0,6.32,6.27,4.05,8.425
17299,0.57,Ideal,E,SI1,61.8,57.0,5.33,5.28,3.28,7.455
17300,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,6.748
17301,0.52,Ideal,G,VVS2,61.9,55.0,5.14,5.16,3.19,7.555
17302,0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,6.837
17303,0.78,Very Good,J,SI1,58.0,61.0,6.07,6.13,3.54,7.68
17304,0.54,Ideal,F,VS1,60.9,56.0,5.31,5.27,3.22,7.503
17305,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,6.898
17306,0.7,Premium,D,SI2,61.8,55.0,5.71,5.68,3.52,7.706
17307,1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38,8.771
17308,1.01,Ideal,F,SI2,60.5,57.0,6.53,6.49,3.94,8.411
17309,0.55,Ideal,E,VS2,59.3,57.0,5.43,5.39,3.21,7.477
17310,1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,8.665
17311,1.0,Very Good,H,SI2,61.7,55.0,6.4,6.46,3.97,8.37
17312,0.96,Ideal,H,SI2,62.1,57.0,6.3,6.35,3.93,8.346
17313,0.72,Very Good,H,SI2,63.5,58.0,5.65,5.68,3.6,7.571
17314,0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62,6.136
17315,1.5,Very Good,H,SI1,60.6,60.0,7.45,7.36,4.49,9.248
17316,1.09,Premium,G,VS2,61.0,59.0,6.6,6.65,4.04,8.84
17317,2.5,Fair,G,SI2,67.0,57.0,8.36,8.29,5.58,9.561
17318,0.74,Ideal,I,VS2,61.9,57.0,5.83,5.81,3.6,7.772
17319,1.07,Good,G,SI1,63.1,59.0,6.45,6.49,4.08,8.489
17320,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,8.315
17321,0.36,Premium,F,VS2,61.4,58.0,4.6,4.56,2.81,6.837
17322,0.9,Premium,H,VS2,61.7,59.0,6.13,6.19,3.8,8.358
17323,0.31,Ideal,H,VVS1,61.5,54.0,4.36,4.39,2.69,6.561
17324,1.0,Fair,F,VS1,65.3,56.0,6.28,6.25,4.09,8.671
17325,2.06,Ideal,H,SI2,62.0,57.0,8.1,8.06,5.01,9.309
17326,0.54,Ideal,H,VVS1,60.4,55.0,5.32,5.27,3.2,7.573
17327,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,7.198
17328,0.42,Very Good,D,VVS1,62.4,55.0,4.79,4.82,3.0,7.121
17329,1.2,Premium,H,SI1,62.4,58.0,6.76,6.79,4.23,8.651
17330,1.07,Ideal,G,VS1,61.4,57.0,6.57,6.6,4.04,8.885
17331,0.33,Ideal,D,VS1,61.7,55.0,4.47,4.48,2.76,6.605
17332,1.0,Good,G,VS2,62.9,56.0,6.33,6.39,4.0,8.62
17333,2.22,Ideal,G,SI2,62.5,54.0,8.28,8.35,5.2,9.748
17334,0.51,Premium,G,VS1,62.9,58.0,5.1,5.05,3.19,7.485
17335,0.5,Premium,G,VVS1,61.3,57.0,5.15,5.07,3.13,7.594
17336,1.2,Ideal,H,VS1,61.6,57.0,6.82,6.85,4.21,9.021
17337,0.9,Ideal,G,VS2,60.8,57.0,6.26,6.17,3.78,8.494
17338,1.5,Very Good,F,SI2,63.1,54.0,7.29,7.26,4.59,8.931
17339,2.14,Ideal,G,SI2,62.9,56.0,8.18,8.14,5.13,9.572
17340,1.05,Ideal,G,SI1,61.9,56.0,6.51,6.55,4.04,8.587
17341,0.51,Ideal,E,VS2,62.8,56.0,5.14,5.11,3.22,7.458
17342,0.5,Premium,F,VS1,61.3,59.0,5.09,5.15,3.14,7.444
17343,0.71,Ideal,I,VVS1,62.6,57.0,5.66,5.69,3.55,7.847
17344,1.59,Very Good,D,SI2,59.9,59.0,7.6,7.52,4.53,9.277
17345,1.06,Ideal,F,VS2,61.2,57.0,6.58,6.55,4.02,8.935
17346,0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,6.56
17347,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,7.491
17348,0.76,Ideal,E,SI1,62.7,54.0,5.88,5.83,3.67,7.958
17349,0.38,Ideal,F,IF,61.5,56.0,4.67,4.7,2.88,7.1
17350,1.09,Very Good,E,SI1,62.5,57.0,6.55,6.61,4.11,8.62
17351,1.0,Premium,E,VVS1,60.3,54.0,6.59,6.47,3.94,9.224
17352,2.1,Very Good,J,SI2,62.0,62.0,8.17,8.23,5.08,9.409
17353,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,6.583
17354,0.27,Ideal,E,VS2,60.8,56.0,4.25,4.23,2.58,6.286
17355,2.12,Premium,E,SI2,58.3,59.0,8.48,8.41,4.92,9.805
17356,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,8.173
17357,2.18,Premium,J,SI1,62.9,59.0,8.25,8.21,5.18,9.542
17358,0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87,8.331
17359,0.9,Good,D,SI1,63.3,57.0,6.07,6.12,3.86,8.385
17360,0.3,Ideal,F,SI1,60.9,55.0,4.34,4.38,2.66,6.31
17361,0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,8.333
17362,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,9.568
17363,1.13,Very Good,G,SI2,60.0,61.0,6.71,6.78,4.05,8.398
17364,0.33,Ideal,G,IF,61.0,57.0,4.45,4.48,2.72,6.83
17365,0.59,Good,D,SI1,63.7,56.0,5.35,5.32,3.4,7.507
17366,1.73,Very Good,G,VVS2,62.6,55.0,7.66,7.76,4.83,9.81
17367,0.23,Very Good,F,VVS2,58.1,63.0,4.04,4.08,2.36,6.148
17368,0.59,Ideal,E,VVS1,62.0,56.0,5.36,5.38,3.33,7.948
17369,0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,6.593
17370,0.72,Premium,F,VS1,62.2,57.0,5.74,5.67,3.55,8.061
17371,1.11,Ideal,E,SI2,61.4,58.0,6.63,6.66,4.08,8.689
17372,1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,8.926
17373,0.33,Ideal,G,VS2,61.4,56.1,4.42,4.45,2.73,6.404
17374,0.31,Ideal,G,SI2,62.2,54.0,4.36,4.39,2.72,6.078
17375,1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,8.071
17376,0.5,Premium,E,SI1,62.6,56.0,5.07,5.06,3.17,7.181
17377,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9.183
17378,1.01,Premium,G,SI1,60.2,60.0,6.45,6.43,3.88,8.477
17379,0.4,Very Good,D,SI1,63.3,57.0,4.71,4.68,2.97,6.829
17380,0.7,Ideal,H,VVS1,60.9,57.0,5.7,5.78,3.5,8.192
